48	刘乐红	女	17679402566	17679407627
49	刘丽梅	女	17432536398	17432537627
68	谭友玲	女	13551650356	13551657627
7	陈小明	男	15893242515	15893247627
8	贺辉	女	13294578885	13294577627
35	吴燕梅	女	13592664757	13592667627
25	蒲孝容	女	13944977473	13944977627
9	陈双清	女	13575245897	13575247627
30	黄伟	女	17650119510	17650117627
72	文容	女	13505458409	13505457627
85	袁秋芳	女	15670258539	15670257627
24	黄生海	男	13684432897	13684437627
29	黎洁梅	女	13154524456	13154527627
55	马军	男	13626706399	13626707627
44	张云山	男	13469363712	13469367627
28	黄腾飞	女	13273312203	13273317627
24	欧阳利	女	15112131144	15112137627
61	邱海红	女	13827421800	13827427627
29	齐春香	女	13851295371	　
40	李军舰	男	15455289973	　
87	曾东华	男	15598684637	　
36	夏忠元	男	13774956433	　
17	刘凯	男	13381845911	　
16	何国火	男	17358749431	　
28	兰天春	男	15172654754	　
31	李春桃	女	17910179798	　
1	艾学生	男	15183397872	　
54	欧汉强	男	15160732366	　
8	成锋敏	男	15918208313	　
3	陈俊	女	17462725642	　
31	王军娥	女	17634277939	　
46	周青	女	15151252388	　
48	祝倩	女	17107668786	　
4	常美霞	女	13263770949	　
45	林金环	女	15961764265	　
71	文娟	女	13122401426	　
79	燕运杰	男	17587442768	　
53	罗伟	男	13181811735	　
57	聂娟	女	17998673403	　
87	杨小军	男	13234801896	　
90	易纪军	男	17647985597	　
66	孙建国	男	17353213451	　
4	陈志敏	女	17793728607	　
14	蓝贤芬	女	17982280419	　
19	李雅	女	13484232325	　
23	刘金莲	女	13576589836	　
25	刘艳	女	17889483617	　
26	罗先武	男	17618256897	　
34	王建英	女	17695485776	　
45	郑丽玲	女	17476344189	　
49	邹美玉	女	17699758462	　
32	姜晏	女	17518873930	　
47	娄爱玲	女	17605621610	　
81	姚承群	女	13493755257	　
83	叶巧玲	女	17597190423	　
86	袁上龙	男	13608825488	　
88	张发展	男	15767576584	　
11	代华勇	男	13457147970	　
55	欧阳珍	女	15612248794	　
16	林伟锋	男	17797529667	　
3	陈国伟	男	15187720817	　
31	宋秀红	女	17571381198	　
82	谢卫鹏	男	13228473943	　
69	王志君	女	15370268753	　
11	黎波	女	13824570216	　
38	杨秋晓	女	13482990952	　
97	赵辉	男	13807263138	　
4	陈宁宁	女	13283714554	　
29	唐伙娣	女	17281371211	　
32	王微	女	15343595842	　
38	杨方	男	17761246459	　
18	高妙	女	15799694860	　
42	李亚玲	女	15105508174	　
17	何鹏飞	男	17534653545	　
33	李开超	男	13472999168	　
45	刘斌	男	13137577171	　
58	宁福平	男	13647549660	　
65	石小飞	男	17604901662	　
80	吴斌	男	13125988227	　
83	徐威	男	15251989596	　
99	钟晴	女	13527296460	　
76	谢红	女	17586568251	　
37	黎丽婵	女	15572517454	　
57	彭家琨	男	15778750249	　
102	朱秋艳	女	15857994867	　
35	柯树霞	女	13142855551	　
23	黄军文	男	13191407877	　
47	周群	女	13311462206	　
16	扶设梅	女	15216776812	　
3	白玉桥	男	13244215984	　
23	胡世耀	男	15818343309	　
74	田志军	男	13455446709	　
23	马灿	女	15664210710	　
65	唐红丽	女	17277597382	　
8	陈红军	男	15475415935	　
77	王怡	女	17390398718	　
88	杨勇	男	13182650507	　
2	白璐	男	17171558148	　
34	康敏赣	男	13898771913	　
78	徐晓哲	男	17274727987	　
96	张瑞侠	女	13163905663	　
75	谢东娜	女	15322811122	　
28	覃正威	男	17469788635	　
89	张桂兰	女	15264535180	　
50	罗思玲	女	15877292156	　
42	曾宪仁	男	15495773637	　
1	曹文斌	男	17845692486	　
100	周丽娜	女	15645503443	　
7	冯水连	女	15327747207	　
33	蒋文	女	15484270190	　
22	黄春妹	女	13950598111	　
21	胡君	女	17934627860	　
69	潭直丽	女	17559104277	　
22	林丽娟	女	17605989193	　
39	姚晓华	女	17706461711	　
91	游燕芳	女	17131369121	　
49	罗龙江	男	17343340526	　
67	王裕孝	男	17763988685	　
59	彭海旋	男	13665953836	　
70	魏晓燕	女	17163805246	　
21	罗爱华	女	17206688552	　
41	杨晓丽	女	13416280414	　
59	秦焕军	女	13301304313	　
44	林燕君	女	13361400784	　
13	符少玲	女	17971485908	　
20	韩苗玲	女	13460902568	　
93	全衡香	女	17711458217	　
9	党龙举	男	17375188577	　
19	何雪娇	女	17237179938	　
34	李斯嘉	女	17372272282	　
71	唐伶俐	女	15735476620	　
36	徐梅	女	17790154585	　
16	李娟霞	女	15655416341	　
24	胡幼花	女	15998661115	　
5	郭长寿	男	15726651600	　
81	吴光林	男	15759242950	　
21	贺霞辉	女	17681877559	　
56	马紫燕	女	17914839834	　
46	刘沁	女	13183161860	　
51	罗秀容	女	13134138260	　
52	毛俊枝	女	17680466252	　
20	贺巧帆	女	15729228222	　
6	何孝清	男	13532569999	　
7	何岳立	男	13662682345	　
19	刘智伟	男	15149982611	　
43	张辉	男	13309971125	　
6	陈秋菊	女	17805415901	　
15	郭丽霞	女	15174176101	　
46	钟玲	女	13545100870	　
37	李小艳	女	13538518605	　
17	高洪	女	15457549499	　
12	邓海林	男	15492336694	　
19	龚碧	女	17257322190	　
41	张春利	女	17217239801	　
30	李承丽	女	13401322843	　
39	杨文武	男	17681104284	　
101	朱磊	男	17258816527	　
37	徐胜先	女	15364129699	　
1	陈冬梅	女	15107957420	　
47	刘金海	男	15653620253	　
62	石飞燕	女	13141597463	　
72	唐智金	男	13699230356	　
85	阳香仁	男	13388266893	　
37	谢印涛	男	15891710705	　
33	汤春紫	女	17908876527	　
4	陈利娟	女	15347572929	　
11	冯文书	男	13336927554	　
12	冯晓娟	女	17646794393	　
18	何文通	男	13674103867	　
36	李小梅	女	13870582139	　
42	林华艺	女	15521131960	　
50	刘璐	女	15200298815	　
84	薛菊磊	男	17326410442	　
95	张洪涵	男	15420506335	　
98	赵岩	男	13744726393	　
63	冉茂庭	男	17130334775	　
22	罗美化	女	17779400578	　
5	陈奇	男	15578246154	　
6	董亚平	女	17205365488	　
13	贾书超	男	15333784483	　
20	李亚玲	女	17288812279	　
21	李燕	女	17142609581	　
